Part Number;Series;Series Description;Size;Packing;Packing Description;Resistance;TCR;Tolerance;Power(W);Datasheet
RP0402BRB0712K7L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;12700.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0712KL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;12000.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07130RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;130.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07133RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;133.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07137RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;137.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0713K3L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;13300.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0713K7L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;13700.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0713KL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;13000.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07140RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;140.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07143RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;143.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07147RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;147.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0714K3L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;14300.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0714K7L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;14700.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0714KL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;14000.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07150RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;150.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07154RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;154.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07158RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;158.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0715K4L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;15400.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0715K8L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;15800.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0715KL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;15000.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07160RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;160.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07162RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;162.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07165RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;165.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07169RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;169.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0716K2L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;16200.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0716K5L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;16500.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0716K9L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;16900.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0716KL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;16000.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07174RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;174.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07178RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;178.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0717K4L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;17400.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0717K8L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;17800.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07180RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;180.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07182RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;182.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07187RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;187.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0718K2L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;18200.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0718K7L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;18700.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0718KL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;18000.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07191RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;191.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07196RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;196.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0719K1L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;19100.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0719K6L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;19600.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K02L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1020.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K05L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1050.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K07L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1070.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K13L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1130.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K15L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1150.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K18L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1180.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K1L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1100.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K21L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1210.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K24L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1240.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K27L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1270.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K2L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1200.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K33L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1330.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K37L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1370.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K3L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1300.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K43L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1430.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K47L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1470.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K4L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1400.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K54L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1540.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K58L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1580.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K5L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1500.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K62L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1620.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K65L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1650.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K69L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1690.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K6L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1600.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K74L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1740.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K78L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1780.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K82L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1820.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K87L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1870.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K8L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1800.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K91L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1910.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071K96L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1960.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB071KL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;1000.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07200RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;200.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB07205RL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;205.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0720K5L;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;20500.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
RP0402BRB0720KL;RP;Automotive Grade Thin Film Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;20000.0;±10ppm/°C;±0.1%;1/16;https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RP_51_RoHS_L_3.pdf
