Part Number;Series;Series Description;Size;Packing;Packing Description;Resistance;TCR;Tolerance;Power(W);Datasheet
PE0402FRF470R038L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.038;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R039L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.039;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R03L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;0.03;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R047L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.047;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R04L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.04;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R051L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.051;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R05L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.05;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R066L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.066;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R068L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.068;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R06L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.06;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R075L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.075;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R07L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.07;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R08L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.08;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R09L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.09;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R14L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;0.14;±100ppm/°C;±1%;1/4(0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R15L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;0.15;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R16L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;0.16;±100ppm/°C;±1%;1/4(0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R18L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. Reel;0.18;±100ppm/°C;±1%;1/4(0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
PE0402FRF470R1L;PE;Automotive Grade Metal Current Sensor - Low TCR Chip Resistor;0402 (1005);Paper tape;07 inch Dia. reel;0.1;±100ppm/°C;±1%;1/4 (0.25);https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-PE_521_RoHS_L_12.pdf
